Title,Information,Price sale,Price origin,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Chip AI
Laptop HP Probook 6570B,,Giá Liên Hệ,,Intel HD Graphics 4000,4GB,DDR3-SDRAM 1600 MHz,2 khe SO-DIMM (Nâng cấp tối đa 16 GB),320 GB HDD,15.6 inches,,6-cells 55 Wh,Windows 8 Pro,1366 x 768 pixels,"Intel Core i3-3110M (2.4 GHz, 2 lõi / 4 luồng, 3 MB)",2x USB 3.2 Gen 1 Type-A Microphone / Headphone 3.5 mm 1x eSATA/USB 2.0 DC-in 1x Firewire (IEEE 1394) 1x DisplayPorts ExpressCard 2x USB 2.0 1x Ethernet LAN (RJ-45)  1x VGA (D-Sub),
Laptop HP Probook 450 G3,,Giá Liên Hệ,,Intel HD Graphics 520,4GB,DDR3 1600 MHz,2 khe (Nâng cấp tối đa 32GB),500 GB HDD,15.6 inches,Màn hình chống chói,44 WHr Li-ion 4-cell,Windows 7 Professional 64-bit,1366 x 768 pixels,"Intel Core i5 - 6200U (2.30 GHz, up to 2.80 GHz, 2 lõi / 4 luồng, 3 MB)",2x USB 3.0 2x USB 2.0 RJ-45 1x Combo headphone / microphone jack,
Laptop HP Elitebook 640 G9,,Giá Liên Hệ,,Intel UHD Graphics,16GB,DDR4,2 Thanh RAM hỗ trợ tối đa lên 32GB,512 GB SSD NVMe PCIe 2280,14 inches,45% NTSC Chống chói Anti Glare 250 nits,, Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7 1255U (2.1 GHz, up to 4.7 GHz, 10 nhân/ 12 luồng, 12MB Cache)",1 x USB 3.1 Type-C 2 x USB 3.1 Gen 1 1 x HDMI 1.4b 1 x RJ-45 1 x Jack cắm tai nghe 1 x AC power 1 x USB 2.0,
Laptop HP Elitebook 8460P,,Giá Liên Hệ,,Intel HD Graphics 3000,8GB,,,250GB,14 inches,Màn hình chống chói,,Windows 10 Pro,1366 x 768 pixels,Intel Core i5-2520M 2.5GHz,,
Laptop ASUS ExpertBook B1 B1402CVA-NK0177W,I7-1355U/16GB/512GB PCIE/14.0 FHD/WIN11/ĐEN,Giá Liên Hệ,,Intel UHD Graphics,16GB,DDR4 Onboard,,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,LED Backlit Độ sáng 250nits Độ phủ màu NTSC: 45% Góc nhìn (H/V) 90/65 Thời gian phản hồi (Typ/Max) (ms) 10/20 Độ tương phản 500:1 Màn hình 16:9Màn hình chống chói,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)",1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 2 Type-C  1x HDMI 1x Jack cắm âm thanh 1x RJ45 Gigabit Ethernet,
Laptop ASUS ExpertBook B1 B1502CVA-NJ0149W,I3-1315U/8GB/512GB PCIE/15.6 FHD/WIN11/ĐEN,10.990.000đ,12.490.000đ,Intel UHD Graphics,8GB,DDR4 Onboard,,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,Độ sáng 250 nits  Độ phủ màu NTSC: 45% Màn hình chống chóiTỷ lệ tương phản 500:1Góc nhìn: 90/65 Thời gian phản hồi:  20/10 ms 16:9,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)",1x USB 2.0 Loại A 1x USB 3.2 Gen 1 Loại A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 2 Type-C h 1x HDMI 1.4 1x Giắc âm thanh 1x RJ45 Gigabit Ethernet,
Laptop Gaming Acer Nitro V 16 ProPanel ANV16-41-R36Y,R7-8845HS/16GB/512GB PCIE/VGA 6GB RTX4050/16.0 WUXGA 165HZ/WIN11/ĐEN,29.990.000đ,31.990.000đ,NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM,16GB,DDR5 5600 MT/s,"2 khe (1x16GB, nâng cấp tối đa 32GB)","512GB PCIe NVMe SSD, 2 khe SSD (Up to 2TB PCIe Gen4 NVMe SSD)",16 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBAcer ComfyVie Màn hình LCD TFT có đèn nền LED Góc nhìn rộng lên đến 170 độ,57Whr 4-cell Adapter: 135W AC adapter,Windows 11 Home Single Language,1920 x 1200 pixels (WUXGA),"AMD Ryzen 7 8845HS (8 lõi, 16 luồng, 3.8 GHz, 5.1 GHz, 8 MB L2 cache, up to 16 MB L3 cache)","1x USB Type-C  2x USB Standard A  1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC",
MacBook Pro 14 M3 Pro 128GB - 8TB | Chính hãng Apple Việt Nam,,194.990.000đ,,40 nhânNeural Engine 16 nhân,128GB,,,8TB,14.2 inches,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hìnhĐộ sáng đỉnh 1600 nit (chỉ nội dung HDR)True ToneProMotion ,"Pin Li-Po 72,4 watt-giờ",,3024 x 1964 pixels ,Apple M3 Pro 16 nhân,Ba cổng Thunderbolt 4 (USB-C)Cổng HDMIKhe thẻ nhớ SDXCJack 3.5mm,
iMac M4 2024 24 inch 8CPU 8GPU 16GB 1TB Ethernet | Chính hãng Apple Việt Nam,,45.700.000đ,49.990.000đ,GPU 8 lõi,16GB,,,1TB,24 inches,Màn hình Retina 4.5K1 tỷ màuĐộ sáng 500 nitDải màu rộng (P3)Công nghệ True Tone,,macOS,4480 x 2520 (4.5K),Apple M4 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điệnNeural Engine 16 lõi,2x Thunderbolt 4 (lên đến 40Gb/s)USB 4 (lên đến 40Gb/s)USB 3.1 Gen 2 (lên đến 10Gb/s)DisplayPortJack cắm tai nghe 3.5 mm có hỗ trợ nâng cao cho tai nghe trở kháng caoGigabit Ethernet,
Laptop ASUS ExpertBook P1 P1503CVA-I7SE16-63WS,I7-13700H/16GB/512GB PCIE/15.6 FHD/WIN 11 + OFFICE/XÁM,Giá Liên Hệ,,Intel UHD Graphics,16GB,DDR5 SO-DIMM,"2 khe DDR5 SO-DIMM (Có thể nâng cấp tối đa 64GB, cần tháo vỏ dưới/trên)",512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu NTSC: 45%Góc nhìn 170/170,"63WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home Microsoft Office Home 2024 Microsoft 365 Basic,1920 x 1080 pixels (FullHD),"Intel Core i7-13700H 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 lõi, 20 luồng)","2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 2 Type-C (display / sạc) 1x HDMI 1.4, up to 3840x2160p/30Hz 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet",
Laptop Gaming Acer Nitro V 16 ProPanel ANV16-41-R7EN,R7-8845HS/16GB/512GB PCIE/VGA 6GB RTX3050/16.0 WUXGA 165HZ/WIN11/ĐEN,25.990.000đ,28.790.000đ,NVIDIA GeForce RTX 3050 6GB GDDR6 VRAM,16GB,DDR5 5600 MT/s,"2 khe (1x16GB, nâng cấp tối đa 64GB)","512GB PCIe NVMe SSD, 2 khe SSD (Up to 4TB PCIe Gen4 NVMe SSD)",16 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBAcer ComfyView Màn hình LCD TFT có đèn nền LED Góc nhìn rộng lên đến 170 độ,57Whr 4-cell Adapter: 135W AC adapter,Windows 11 Home Single Language,1920 x 1200 pixels (WUXGA),"AMD Ryzen 7 8845HS (8 lõi, 16 luồng, 3.8 GHz, 5.1 GHz, 8 MB L2 cache, up to 16 MB L3 cache)","1x USB Type-C  2x USB Standard A  1x Cổng HDMI 2.1 hỗ trợ HDCP 1x Giắc cắm tai nghe/loa 3,5 mm, hỗ trợ tai nghe có micrô tích hợp 1x Cổng Ethernet (RJ-45) 1x Giắc cắm DC-in cho bộ đổi nguồn AC",
Laptop Acer Aspire 3 A315-42-R4XD NX.HF9SV.008,Ryzen5-3500U/8GB/512GB SSD/15.6 FHD/WIN10/ĐEN,18.990.000đ,23.490.000đ,Intel Graphics HD 520,8GB,,,512Gb SSD,15.6 inches,,2 cell,Windows 10 Home,,Ryzen 5 3500U 2.1GHz up to 3.7GHz-6Mb,2 x USB 2.0  1 x USB 3.0  1 x HDMI  1 x VGA Card Reader,
Laptop Lenovo Yoga Slim 7 Carbon 13IAP7 82U90044VN,I5-1240P/16GB/512GB PCIE/13.3 2.5K/WIN11/XÁM,Giá Liên Hệ,,Intel Iris Xe Graphics,16GB,16GB Onboard LPDDR5 4800MHz,,512GB SSD M.2 2280 PCIe 4.0x4 NVMeCó thể tháo ra để nâng cấp tối đa 1TB,13.3 inches,Độ sáng 400nits  Anti-glare Tần số quét 90Hz Độ phủ màu 100% sRGB TÜV Low Blue Light Eyesafe Dolby Vision,50Wh,Windows 11 Home 64 Single Language,2560 x 1600 pixels (2K),"Intel Core i5-1240P, 12 lõi/16 luồng, P-core 1.7/4.4GHz, E-core 1.2/3.3GHz, 12MB","1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4) 1x Thunderbolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)",
MacBook Pro 14 M4 10CPU 10GPU 16GB 512GB Nano Sạc 96W | Chính hãng Apple Việt Nam,,44.290.000đ,44.990.000đ,10 lõiNeural Engine 16 lõi,16GB,,,512GB,14.2 inches,"Màn hình Nano-textureMàn hình Liquid Retina XDR XDR (Extreme Dynamic Range) Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone",Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,macOS,3024 x 1964 pixels ,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,"Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",
Laptop ASUS ExpertBook B1 B1502CVA-NJ0175W,I5-1335U/16GB/512GB PCIE/15.6 FHD/WIN11/ĐEN,Giá Liên Hệ,,Intel UHD Graphics,16GB,DDR4 Onboard,,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,Độ sáng 250 nits  Độ phủ màu NTSC: 45% Màn hình chống chóiTỷ lệ tương phản 500:1Góc nhìn: 90/65 Thời gian phản hồi:  20/10 ms 16:9,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-1335U (1.3 GHz, 12M Cache, up to 4.6 GHz, 10 lõi)",1x USB 2.0 Loại A 1x USB 3.2 Gen 1 Loại A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 2 Type-C h 1x HDMI 1.4 1x Giắc âm thanh 1x RJ45 Gigabit Ethernet,
Laptop ASUS ExpertBook B1 B1402CVA-NK0176W,I5-1335U/16GB/512GB PCIE/14.0 FHD/WIN11/ĐEN,Giá Liên Hệ,,Intel UHD Graphics,16GB,DDR4 Onboard,,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,LED Backlit Độ sáng 250nits Độ phủ màu NTSC: 45% Góc nhìn (H/V) 90/65 Thời gian phản hồi (Typ/Max) (ms) 10/20 Độ tương phản 500:1 Màn hình 16:9Màn hình chống chói,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-1335U (1.3 GHz, 12M Cache, up to 4.6 GHz, 10 lõi)",1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C  1x USB 3.2 Gen 2 Type-C  1x HDMI 1x Jack cắm âm thanh 1x RJ45 Gigabit Ethernet,
Mac mini M2 2023 (8 CPU - 10 GPU - 16GB - 1TB) | Chính hãng Apple Việt Nam,,27.990.000đ,29.990.000đ,10 nhận GPU16 nhân Neural Engine,16GB,16GB,,1TB SSD,,Hỗ trợ xuất hình ảnh 6K 60HZ qua cổng ThunderboltXuất hình ảnh 4K qua cổng HDMI,,macOS Big Sur,,Apple M2 8 nhân ,"Jack 3.5mm, cổng HDMI, 2 cổng USB-A, Cổng Ethernet, 2 cổng Thunderbolt 4",
Laptop HP Gaming Victus 15-FA0110TX 7C0R3PA,I7-12700H/8GB/512GB PCIE/VGA 4GB RTX3050/15.6 FHD 144HZ/WIN11/ĐEN,Giá Liên Hệ,,NVIDIA GeForce RTX 3050 4 GB,8GB, DDR4 3200 MHz,1x 8 GB,512 GB PCIe NVMe TLC M.2 SSD,15.6 inches,Tần số quét 144 Hz  Màn hình chống chói  Độ sáng 250 nits  Độ phủ màu 45% NTSC,"4-cell, 70Wh Li-ion polymer",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7 - 12700H (up to 4.7 GHz, 24 MB L3 cache, 14 lõi / 20 luồng)","1x USBType-C (DisplayPort 1.4, HP Sleep and Charge)  2x USB Type-A 1x HDMI 2.1 1x RJ-45 1x AC  1x Headphone/microphone combo",
Laptop HP Gaming Victus 16-E1105AX 7C0T0PA,R5-6600H/16GB/512GB PCIE/VGA 4GB RTX3050TI/16.1 FHD 144HZ/WIN11/XANH,Giá Liên Hệ,,NVIDIA GeForce RTX 3050Ti 4GB,16GB,DDR5 4800MHz,2 x 8 GB,512 GB PCIe NVMe TLC M.2 SSD,16.1 inches,Tần số quét 144 Hz  Màn hình chống chói  Độ sáng 250 nits  Độ phủ màu 45% NTSC,"4-cell, 70Wh Li-ion polymer",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 6600H (up to 4.5 GHz, 16 MB L3 cache, 6 lõi / 12 luồng)",,
Laptop HP Elitebook 840 G3,,Giá Liên Hệ,,Intel HD Graphics 520,8GB,DDR4 2133Mhz,2 khe (Hỗ trợ nâng cấp đến 16GB),256GB SSD 2.5 inch,14 inches,Màn hình chống chói,6-cell Lithium ion,Windonw 10 Pro 64bit,1920 x 1080 pixels (FullHD),Intel Core i5 - 6300U vPro 2.4Ghz up  3.0Ghz/ 3M,4x USB 3.0 1x VGA 1x RJ-45 1x Dislay Port,
Laptop Gaming Acer Nitro 5 AN515-55-5923 NH.Q7NSV.004,I5-10300H/8GB/512GB PCIE/VGA 4GB GTX1650TI/15.6 IPS 144HZ/Win 10/ĐEN,Giá Liên Hệ,,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,8GB,"DDR4, 2933 MHz",,SSD 512GB,15.6 inches,"IPS, 144 Hz, Acer ComfyView Anti-glare LED-backlit",Lithium-ion,Windows 10 Home,1920 x 1080 pixels (FullHD),Intel Core i5 10300H,,
Laptop ASUS Zenbook S 13 Oled UX5304VA-NQ126W,I7-1355U/32GB/1TB PCIE/13.3 2.8K OLED/WIN11/XÁM/TÚI,Giá Liên Hệ,,Intel Iris Xe Graphics,32GB,LPDDR5 onboard,,SSD 1TB GB M.2 NVMe PCIe 4.0,13.3 inches,Thời gian phản hồi 0.2ms Độ sáng tối đa 550nits HDR Độ phủ màu 100% DCI-P3 Trang bị 1 tỷ màu Màn hình chăm sóc mắt SGS Màn hình sáng bóng Giảm 70% ánh sáng xanh,63WHrs 4Cell,Windows 11 Home,2880 x 1800 pixels,"Intel Core i7-1355U ( up to 5.0 GHz, 10 lõi/ 12 luồng, 12MB Cache)",1 x USB 3.2 Gen 2 Type-A2 x Thunderbolt 41 x HDMI 2.1 TMDS1x Jack cắm tai nghe 3.5mm,
Laptop ASUS VivoBook 14 X1404VA-NK125W,I5-1335U/8GB/256GB PCIE/14.0 FHD/WIN11/BẠC,Giá Liên Hệ,,Intel Iris Xe Graphics,8GB,"DDR4 3200MHz (1x SO-DIMM socket, up to 16GB SDRAM)",,"256GB M.2 NVMe PCIe 4.0 SSD (1 khe cắm, hỗ trợ M.2 2280 PCIe 4.0x4)",14 inches,Độ sáng tối đa 250nits HDR Độ phủ màu 45% NTSC Màn hình chống chói,"42WHrs, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-1335U 1.3GHz (12MB Cache, up to 4.6GHz)",1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x USB 2.0 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,
Laptop Dell Latitude E7450,,Giá Liên Hệ,,Intel HD Graphics 5500,4GB,DDR3L SDRAM (1600 MHz),2 khe cắm SODIMM (Nâng cấp tối đa 16 GB),SSD 120GB,14 inches,Tần số quét 60Hz,3 cell,,1366 x 768 pixels,"Intel Core i3-5010U, 3 MB","1x Jack headphone  1x HDMI, mDP 1x RJ-45 3x USB 3.0 1x Docking  1x uSIM",
Laptop ASUS ROG Strix G18 G814JVR-N6089W,I9-14900HX/32GB/1TB PCIE/VGA 8GB RTX4060/18.0 2.5K 240HZ/WIN11/XÁM/BALO/CHUỘT,Giá Liên Hệ,,NVIDIA GeForce RTX 4060 (233 AI TOPs) 8GB GDDR6,32GB,DDR5-5600 SO-DIMM,2x SO-DIMM (Nâng cấp tối đa 32GB),1TB PCIe 4.0 NVMe M.2 SSD 2x DDR5 SO-DIMM slots 2x M.2 PCIe,18 inches,Độ sáng 500nitsĐộ phủ màu DCI-P3 100.00%Màn hình chống chóiG-SyncROG Nebula DisplayDolby Vision HDRPantone ValidatedROG intelligent cooling,"90WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,2560 x 1600 pixels (2K),"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",1x RJ45 LAN  1x Thunderbolt 4 với DisplayPort (40Gbps) 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) (10Gbps) 2x USB 3.2 Gen 2 Type-A (10Gbps) 1x HDMI 2.1 FRL 1x 3.5mm Combo Audio Jack,
Laptop ASUS ExpertBook B1 B1502CVA-NJ0148W,I7-1355U/8GB/512GB PCIE/15.6 FHD/WIN11/ĐEN,Giá Liên Hệ,,Intel UHD Graphics,8GB,DDR4 Onboard,,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,Độ sáng 250 nits  Độ phủ màu NTSC: 45% Màn hình chống chóiTỷ lệ tương phản 500:1Góc nhìn: 90/65 Thời gian phản hồi:  20/10 ms 16:9,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7-1355U (1.7 GHz, 12M Cache, up to 5.0 GHz, 10 lõi)",1x USB 2.0 Loại A 1x USB 3.2 Gen 1 Loại A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 2 Type-C h 1x HDMI 1.4 1x Giắc âm thanh 1x RJ45 Gigabit Ethernet,
Laptop Lenovo Yoga Pro 7 14IRH8 82Y70050VN,I7-13700H/16GB/512GB PCIE/VGA 6GB RTX4050/14.5 3K 120HZ/WIN11/XANH,Giá Liên Hệ,,NVIDIA GeForce RTX 4050 6GB GDDR6,16GB,DDR5-5200 Onboard,,512GB PCIe SSDCó thể tháo ra nâng cấp tối đa 1TB,14.5 inches,Công nghệ Dolby Vision Công nghệ an toàn cho mắt Độ sáng tối đa 400nits Độ phủ màu 100% DCI-P3 Màn hình chống chói,73Wh,Windows 11 Home,3072 x 1920 pixels,"Intel Core i7-13700H 2.4 GHz (Up to 5.0 GHz, 16 lõi / 20 luồng, 24 MB Cache)",1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 2 1x Thunderbolt 4 / USB4 40Gbps 1x HDMI 1x Jack cắm tai nghe,
Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 32GB - 1TB) | Chính hãng Apple Việt Nam,,42.990.000đ,46.990.000đ,16 nhân GPU,32GB,,,1TB,,Xuất hình ảnh 6K 60hz qua cổng ThunderboltXuất hình ảnh 4K qua cổng HDMI,,macOS,,Apple M2 Pro 10 nhân,4 x Thunderbolt 42 x USB‑A portsHDMIWi‑Fi 6ECổng Gigabit EthernetCổng 3.5mm,
Laptop HP Gaming Victus 16-E1102AX 7C139PA,R7-6800H/16GB/512GB PCIE/VGA 4GB RTX3050TI/16.1 FHD 144HZ/WIN11/XANH,Giá Liên Hệ,,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,16GB,DDR5 4800MHz (up to 32GB),2x 8GB,512GB SSD M.2 PCIe Gen 4.0,16.1 inches,Tần số quét 144 Hz Viền siêu mỏng Màn hình chống chói Độ sáng 250 nits Độ phủ màu 45% NTSC,70Wh,Windows 11 Home,1920 x 1080 pixels (FullHD),AMD Ryzen 7 6800H (3.2GHz~4.7GHz) 8 lõi / 16 luồng,3x USB 3.1 Gen1 Type-A  1x USB 3.1 Gen1 Type-C (DisplayPort 1.4) hỗ trợ sạc 1x HDMI 2.1 1x Đầu đọc thẻ Multi SD 1x Mic-in/ Headphone-out combo jack 1x RJ45,
Laptop HP Envy 16-H0205TX 7C0T2PA,I9-12900H/32GB/512GB PCIE/16.0 4K CẢM ỨNG/VGA 6GB RTX3060/WIN11/BẠC,Giá Liên Hệ,,NVIDIA Geforce RTX 3060 6GB GDDR6  Intel Iris Xe Graphics,32GB,DDR5 4800MHz,2 khe,512GB SSD M.2 NVMe,16 inches,Màn hình gương,"6 cell 83 Wh , Pin liền",Windows 11 Home SL,3840 x 2400 pixel (4K),"Intel Core i9-12900H (14 lõi / 20 luồng, 2.5 GHz - 5.0 GHz, 24MB)",1x HDMI  2x USB 3.2 2x Thunderbolt 4 1x Khe cắm thẻ nhớ micro SD 1x Audio combo,
Laptop HP VICTUS 16-S0077AX 8C5N6PA - Cũ Đẹp,R7-7840HS/16GB/512GB PCIE/16.1 FHD 144HZ/VGA 6GB RTX3050/WIN11/ĐEN,Giá Liên Hệ,,"NVIDIA GeForce RTX 3050, 6 GB",16GB,DDR5 5600 MHz,2 khe (1 khe 8 GB + 1 khe 8 GB),512 GB SSD NVMe PCIe,16.1 inches,Chống chói Anti Glare250 nits 45% NTSC," 4-cell Li-ion, 70 Wh",Windows 11 Home SL,1920 x 1080 pixels (FullHD),AMD Ryzen 7 - 7840HS,"LAN (RJ45)Jack tai nghe 3.5 mm3 x USB 3.2HDMI  1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",
Laptop Dell XPS 13 9370,,Giá Liên Hệ,,Intel UHD Graphics 620,8GB,"8 GB DDR3L (Onboard), 1866 MHz",,256 GB SSD NVMe PCIe,13.3 inches,Tần số quét 60 Hz,4-cell Li-ion,Windows 10 + Office 365 1 năm,1920 x 1080 pixels (FullHD),"Intel Core i7 8550U, up to 4.0 GHz",1x  USB Type-C  2x Thunderbolt 3 (USB-C)  1x Micro SD,
Laptop ASUS Expertbook B1 B1502CVA-NJ0050W,I5-1335U/8GB/512GB PCIE/15.6 FHD/WIN11/ĐEN,Giá Liên Hệ,,Intel UHD Graphics,8GB,DDR4 Onboard,,512GB M.2 2280 NVMe PCIe 4.0 SSD,15.6 inches,Độ sáng 250 nits  Độ phủ màu NTSC: 45% Màn hình chống chóiTỷ lệ tương phản 500:1Góc nhìn: 90/65 Thời gian phản hồi:  20/10 ms 16:9,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-335U (1.3 GHz, 12M Cache, up to 4.6 GHz, 10 lõi)",1x USB 2.0 Loại A 1x USB 3.2 Gen 1 Loại A 1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 2 Type-C h 1x HDMI 1.4 1x Giắc âm thanh 1x RJ45 Gigabit Ethernet,
Laptop Lenovo Ideapad 3 15IAU7 82RK015AVN,I3-1215U/16GB/512GB PCIE/15.6 FHD/WIN11/XÁM,Giá Liên Hệ,,Intel UHD Graphics,16GB,DDR4-3200,"2 khe (8GB Onboard + 8GB SO-DIMM DDR4-3200, tối đa 16GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),15.6 inches,Độ sáng tối đa 300nitsMàn hình chống chói,45Wh,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"Intel core i3-1215U (6 nhân / 8 luồng, up to 4.4 GHz, 10MB cache)",1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 1x HDMI 1x Jack cắm tai nghe 1x Đầu đọc thẻ  1x Đầu nối nguồn,
Laptop Lenovo Legion Slim 5 16IRH8 82YA008HVN,I7-13700H/16GB/512GB PCIE/VGA 6GB RTX4050/16.0 WQXGA 165HZ/WIN11/XÁM,Giá Liên Hệ,,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 100W",16GB,SO-DIMM DDR5-5200,2 khe DDR5 SO-DIMM (Nâng cấp tối đa 32GB),512GB SSD M.2 2280 PCIe 4.0x4 NVMe (1 khe SSD M.2 trống nâng cấp tối đa đến 1TB),16 inches,Độ sáng 300nits  Màn hình chống chói  Độ phủ màu 100% sRGB G-SYNC  Hạn chế ánh sáng xanh,80Wh,Windows 11 Home Single Language,2560 x 1600 (WQXGA),"Intel Core i7-13700H, 14 lõi (6P + 8E) / 20 luồng, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB","1x USB 3.2 Gen 2  1x USB 3.2 Gen 2 (Luôn bật) 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Sạc 140W, DisplayPort 1.4) 1x HDMI, up to 8K/30Hz 1x Đầu đọc thẻ 1x Ethernet (RJ-45) 1x Head",
Laptop Acer Swift Go 14 AI SFG14-74-58FJ,U5-225H/16GB/1TB PCIE/14.0 FHD+ OLED/WIN11/BẠC,Giá Liên Hệ,,Intel Arc 130T,16GB,LPDDR5X Up to 7500 MT/s,Onboard,1TB PCIe NVMe SSD (Nâng cấp tối đa 2TB SSD),14 inches,"Độ sáng 400nits Độ phủ màu DCI-P3 100% / Adobe100% Tỷ lệ khung hình 16:10 True Black HDR 500(@HDR 500, độ sáng đạt 500 nits) Góc nhìn rộng lên đến 170 độ",Pin Li-ion 4 cell 65 Wh Hỗ trợ công nghệ sạc nhanh Bộ chuyển đổi Type-C 100W,Windows 11 Home Single Language,1920 x 1200 pixels (FullHD+),"Intel Core Ultra 5 225H (14 lõi / 14 luồng, Performance-core Max Turbo Frequency : 4.9 GHz / Efficient-core Max Turbo Frequency : 4.3 GHz / 18MB Cache)",2x USB Type-C 2x USB Standard-A 1x cổng HDMI 2.1 hỗ trợ HDCP 1x đầu đọc thẻ nhớ microSD 1x giắc cắm tai nghe/loa,13 TOPS
Laptop Dell Latitude E5570,,Giá Liên Hệ,,AMD Radeon R7,16GB,,,512 GB,15.6 inches,,,Windows 10,1920 x 1080 pixels (FullHD),Intel Core i7-6820HQ,,
